                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 1.1563,                0.55986,                 1.0602,                0.92751,                0.88082,                0.93178,                0.47108,                 1.6878,                0.75716,                 1.3905,             0.00049506,             0.00049506,             0.00049506
                     86,                  1.121,                0.56091,                 1.0423,                0.92554,                0.88211,                0.93767,                0.47153,                 1.6761,                  0.716,                 1.3933,             0.00048773,             0.00048773,             0.00048773
                     87,                 1.0813,                0.58442,                 1.0266,                0.94176,                0.88664,                0.93691,                0.46807,                 1.6948,                0.73488,                 1.4133,              0.0004804,              0.0004804,              0.0004804
                     88,                 1.0949,                0.54018,                 1.0382,                0.92641,                0.88687,                 0.9281,                0.46157,                 1.6989,                0.73239,                 1.4251,             0.00047306,             0.00047306,             0.00047306
                     89,                 1.1141,                0.56015,                 1.0446,                0.91638,                0.86617,                0.92672,                0.46908,                 1.6918,                0.77196,                 1.4125,             0.00046573,             0.00046573,             0.00046573
                     90,                  1.091,                 0.5464,                 1.0306,                0.91644,                0.87643,                0.92426,                0.46701,                 1.6824,                 0.7808,                 1.4093,              0.0004584,              0.0004584,              0.0004584
                     91,                 1.1047,                0.54685,                 1.0335,                0.93064,                 0.8679,                0.93056,                 0.4663,                 1.6906,                0.75679,                 1.3885,             0.00045107,             0.00045107,             0.00045107
                     92,                 1.0948,                0.54873,                 1.0449,                0.86551,                0.90292,                 0.9305,                0.47381,                 1.6289,                0.75162,                 1.3796,             0.00044373,             0.00044373,             0.00044373
                     93,                 1.0751,                0.53262,                 1.0282,                0.90582,                0.88761,                0.91876,                0.47581,                 1.6534,                0.77369,                  1.404,              0.0004364,              0.0004364,              0.0004364
                     94,                 1.0683,                0.52919,                   1.02,                0.92013,                 0.8902,                0.93148,                0.47678,                 1.6805,                0.75456,                 1.4246,             0.00042907,             0.00042907,             0.00042907
                     95,                  1.116,                0.53994,                  1.043,                 0.9374,                0.89143,                0.93849,                  0.486,                 1.6639,                0.74238,                 1.4076,             0.00042174,             0.00042174,             0.00042174
                     96,                 1.0737,                0.52573,                 1.0275,                0.92228,                0.88777,                0.92227,                0.47729,                 1.7113,                0.74626,                 1.4364,              0.0004144,              0.0004144,              0.0004144
                     97,                 1.0471,                0.51322,                 1.0248,                0.92069,                 0.9044,                0.93409,                0.47987,                 1.6902,                0.75398,                 1.4261,             0.00040707,             0.00040707,             0.00040707
                     98,                 1.0544,                0.51978,                 1.0295,                0.92822,                0.88676,                0.93653,                0.47736,                 1.6924,                0.74146,                 1.4394,             0.00039974,             0.00039974,             0.00039974
                     99,                 1.0191,                0.50568,                 1.0107,                0.94175,                0.88648,                0.93115,                0.47214,                 1.6751,                0.76125,                 1.4226,             0.00039241,             0.00039241,             0.00039241
                    100,                 1.0272,                0.50337,                 1.0001,                0.91603,                0.89955,                0.93367,                0.47751,                 1.6936,                 0.7531,                 1.4393,             0.00038507,             0.00038507,             0.00038507
                    101,                 1.0408,                0.51124,                 1.0257,                0.90063,                0.87848,                0.93295,                 0.4663,                 1.7006,                0.77444,                 1.4139,             0.00037774,             0.00037774,             0.00037774
                    102,                 1.0272,                0.50268,                 1.0092,                0.92016,                0.88871,                0.92729,                0.46647,                    1.7,                0.78063,                 1.4308,             0.00037041,             0.00037041,             0.00037041
                    103,                 1.0411,                0.49943,                 1.0063,                0.89944,                0.89861,                0.93511,                0.47076,                 1.6936,                0.75347,                 1.4587,             0.00036307,             0.00036307,             0.00036307
                    104,                 1.0562,                0.51642,                  1.007,                0.90684,                0.86924,                0.91517,                0.47667,                 1.6793,                0.74224,                 1.4247,             0.00035574,             0.00035574,             0.00035574
                    105,                0.99676,                0.48352,                0.99578,                 0.9285,                0.88378,                0.92328,                0.47276,                 1.6882,                0.75343,                 1.4305,             0.00034841,             0.00034841,             0.00034841
                    106,                0.99863,                0.48618,                 1.0009,                0.89789,                0.88478,                0.92818,                 0.4784,                 1.6996,                0.76915,                 1.4607,             0.00034108,             0.00034108,             0.00034108
                    107,                 0.9746,                0.48075,                0.99415,                0.90069,                0.89095,                0.92473,                0.47199,                 1.7212,                0.79987,                 1.4611,             0.00033374,             0.00033374,             0.00033374
                    108,                0.98946,                 0.4746,                 1.0059,                0.89951,                0.88664,                0.91455,                0.46236,                 1.7184,                0.76907,                 1.4557,             0.00032641,             0.00032641,             0.00032641
                    109,                0.99216,                 0.4808,                0.98831,                0.93566,                 0.8791,                0.93435,                0.46595,                 1.7108,                0.75413,                 1.4701,             0.00031908,             0.00031908,             0.00031908
                    110,                0.97839,                0.48204,                 1.0015,                0.89791,                0.90607,                0.92821,                0.46626,                 1.6919,                0.78227,                 1.4464,             0.00031175,             0.00031175,             0.00031175
                    111,                0.97328,                0.47192,                0.99017,                0.90725,                0.88526,                0.91739,                0.47498,                  1.687,                0.74072,                 1.4376,             0.00030441,             0.00030441,             0.00030441
                    112,                0.98224,                0.47492,                 0.9918,                0.90014,                0.88736,                0.92951,                0.47005,                 1.6952,                0.72576,                 1.4553,             0.00029708,             0.00029708,             0.00029708
                    113,                0.96362,                   0.47,                0.98163,                0.92819,                 0.8799,                0.93431,                0.48272,                 1.6811,                0.72842,                 1.4517,             0.00028975,             0.00028975,             0.00028975
                    114,                0.95388,                0.46392,                0.97564,                0.92115,                0.86592,                0.93249,                0.47786,                 1.7183,                0.76483,                  1.462,             0.00028242,             0.00028242,             0.00028242
                    115,                0.95346,                0.46319,                0.98025,                0.90875,                0.91593,                0.94251,                 0.4913,                 1.7279,                0.72548,                 1.4772,             0.00027508,             0.00027508,             0.00027508
                    116,                0.93794,                0.45702,                0.98475,                0.91957,                0.87945,                0.94005,                0.48085,                 1.7106,                0.72522,                 1.4795,             0.00026775,             0.00026775,             0.00026775
                    117,                0.94211,                 0.4632,                0.98055,                0.92451,                0.89826,                0.94136,                 0.4643,                 1.7218,                0.72795,                 1.5046,             0.00026042,             0.00026042,             0.00026042
                    118,                0.92894,                0.45081,                0.97515,                0.93837,                0.88515,                0.93228,                0.48353,                 1.7054,                0.74994,                 1.4578,             0.00025309,             0.00025309,             0.00025309
                    119,                0.92935,                0.46009,                0.97714,                0.91357,                0.89266,                0.92962,                0.48293,                 1.6849,                0.73958,                   1.46,             0.00024575,             0.00024575,             0.00024575
                    120,                0.93925,                0.45572,                0.97874,                0.91284,                0.89288,                0.92315,                0.47142,                 1.7318,                0.79985,                 1.5018,             0.00023842,             0.00023842,             0.00023842
                    121,                0.96429,                0.47138,                0.98267,                0.93511,                0.89034,                0.92283,                0.46676,                 1.7342,                0.79637,                 1.4894,             0.00023109,             0.00023109,             0.00023109
                    122,                0.89718,                0.54841,                0.94622,                0.92223,                0.89932,                0.93045,                0.47072,                 1.7081,                0.79328,                 1.4742,             0.00022376,             0.00022376,             0.00022376
                    123,                0.91248,                0.43726,                 0.9665,                0.92245,                 0.8807,                0.92393,                0.46952,                 1.6939,                0.78425,                 1.4695,             0.00021642,             0.00021642,             0.00021642
                    124,                0.91513,                0.44444,                0.96855,                0.93068,                 0.8848,                0.92554,                0.47209,                 1.7052,                0.78291,                 1.4865,             0.00020909,             0.00020909,             0.00020909
                    125,                0.88869,                0.43379,                0.96541,                0.94343,                0.89641,                0.93358,                0.48044,                 1.6894,                0.75055,                 1.4838,             0.00020176,             0.00020176,             0.00020176
                    126,                0.90694,                0.43231,                0.95492,                0.93479,                 0.8988,                0.93336,                0.47667,                 1.7223,                 0.7621,                 1.5054,             0.00019442,             0.00019442,             0.00019442
                    127,                0.88972,                0.43343,                0.95799,                0.92039,                0.90985,                0.93471,                0.47537,                 1.7335,                0.78132,                 1.5092,             0.00018709,             0.00018709,             0.00018709
                    128,                0.89497,                0.44077,                0.95627,                0.93482,                0.88473,                0.92219,                0.47734,                 1.7225,                0.75864,                 1.4921,             0.00017976,             0.00017976,             0.00017976
                    129,                0.88624,                0.43061,                0.95907,                0.92861,                0.90742,                0.93502,                0.48571,                 1.7412,                0.75762,                 1.5289,             0.00017243,             0.00017243,             0.00017243
                    130,                0.89397,                0.43899,                0.95849,                0.91752,                0.91048,                0.92751,                0.48075,                 1.7117,                  0.775,                 1.5036,             0.00016509,             0.00016509,             0.00016509
                    131,                0.85642,                0.41457,                0.94718,                0.93144,                 0.9117,                0.93297,                0.48182,                 1.7222,                0.78197,                 1.5236,             0.00015776,             0.00015776,             0.00015776
                    132,                0.84935,                0.41723,                0.95126,                0.93292,                0.90916,                0.93543,                0.48009,                 1.7129,                0.75041,                 1.5184,             0.00015043,             0.00015043,             0.00015043
                    133,                 0.8751,                0.42276,                0.95136,                0.93359,                0.89614,                0.92333,                0.47868,                 1.7201,                0.75764,                 1.5419,              0.0001431,              0.0001431,              0.0001431
                    134,                0.87465,                0.42256,                0.93899,                0.91921,                0.90775,                0.93122,                 0.4824,                 1.7212,                0.74926,                 1.5242,             0.00013576,             0.00013576,             0.00013576
                    135,                 0.8595,                0.42243,                 0.9485,                0.93547,                0.90356,                0.93239,                0.47377,                  1.732,                0.75073,                 1.5291,             0.00012843,             0.00012843,             0.00012843
                    136,                0.84677,                 0.4144,                0.94591,                0.92313,                 0.8988,                0.91643,                0.47943,                 1.7312,                0.75523,                 1.5379,              0.0001211,              0.0001211,              0.0001211
                    137,                0.85888,                0.42292,                0.95448,                0.92745,                0.90224,                0.93174,                0.47891,                 1.7325,                0.77346,                 1.5492,             0.00011377,             0.00011377,             0.00011377
                    138,                 0.8566,                0.41968,                0.95422,                0.92139,                0.89105,                0.92142,                0.47638,                 1.7197,                0.77594,                 1.5258,             0.00010643,             0.00010643,             0.00010643
                    139,                0.84524,                0.41742,                0.94265,                0.92021,                0.87759,                0.92355,                0.47526,                 1.7316,                0.76393,                 1.5275,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    140,                0.86241,                0.40963,                0.95627,                0.91201,                0.90728,                0.93088,                0.47537,                  1.741,                0.77218,                 1.5342,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    141,                0.82252,                0.39037,                0.94906,                0.92313,                0.89856,                0.92461,                0.47884,                 1.7196,                0.77013,                  1.521,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    142,                0.82656,                0.39556,                0.94086,                0.92297,                0.90685,                0.93362,                 0.4756,                 1.7208,                 0.7635,                 1.5385,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    143,                0.78607,                0.37108,                0.93438,                0.92026,                0.88814,                0.92132,                0.47978,                 1.7297,                0.76785,                 1.5533,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    144,                0.77831,                0.36922,                0.94294,                0.92119,                0.89294,                0.92569,                0.47895,                 1.7191,                0.78203,                 1.5368,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    145,                0.78316,                0.36368,                 0.9241,                0.94004,                0.89733,                0.92777,                0.47892,                 1.7296,                0.78175,                 1.5529,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    146,                0.78274,                0.37011,                0.93087,                 0.9359,                0.89903,                0.92848,                0.48322,                 1.7228,                 0.7725,                  1.548,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    147,                0.78317,                0.37334,                0.93353,                0.92299,                0.90854,                0.92988,                 0.4822,                 1.7246,                0.77343,                 1.5511,              4.044e-05,              4.044e-05,              4.044e-05
                    148,                0.78517,                0.37193,                0.96286,                0.92961,                0.89323,                0.92748,                0.47826,                 1.7322,                0.77377,                 1.5526,             3.3108e-05,             3.3108e-05,             3.3108e-05
